Date,Region,Local_Authority,Total_Parcels,Children_Parcels,Adult_Parcels,Referral_Source,Deprivation_Decile
2022-09-01,North East,Durham,960,342,618,Social Services,2
2022-09-01,North West,Manchester,351,128,223,School/College,1
2022-09-01,North West,Liverpool,1147,454,693,Jobcentre Plus,3
2022-09-01,North West,Preston,963,298,665,,3
2022-09-01,North West,Blackpool,710,308,402,School/College,1
2022-09-01,Yorkshire,Leeds,1017,449,568,Self Referral,5
2022-09-01,Yorkshire,Sheffield,581,193,388,Jobcentre Plus,5
2022-09-01,Yorkshire,Bradford,510,167,343,School/College,2
2022-09-01,Yorkshire,Hull,637,195,442,Jobcentre Plus,5
2022-09-01,West Midlands,Birmingham,987,313,674,Social Services,5
2022-09-01,West Midlands,Coventry,757,274,483,Health Services,5
2022-09-01,West Midlands,Wolverhampton,480,190,290,Other Agency,3
2022-09-01,West Midlands,Stoke,1069,338,731,Self Referral,3
2022-09-01,East Midlands,Nottingham,437,144,293,School/College,5
2022-09-01,East Midlands,Leicester,835,251,584,Housing Services,6
2022-09-01,East Midlands,Derby,471,161,310,Self Referral,4
2022-09-01,East Midlands,Lincoln,534,201,333,Jobcentre Plus,4
2022-09-01,East,Norwich,382,118,264,Housing Services,6
2022-09-01,East,Peterborough,215,82,133,Jobcentre Plus,7
2022-09-01,East,Ipswich,612,215,397,,8
2022-09-01,East,Cambridge,477,167,310,Health Services,8
2022-09-01,London,Tower Hamlets,438,193,245,Jobcentre Plus,6
2022-09-01,London,Newham,334,127,207,School/College,4
2022-09-01,London,Hackney,800,307,493,,4
2022-09-01,London,Lambeth,251,102,149,Jobcentre Plus,5
2022-09-01,South East,Brighton,746,263,483,Jobcentre Plus,8
2022-09-01,South East,Portsmouth,195,85,110,Jobcentre Plus,6
2022-09-01,South East,Reading,201,86,115,Housing Services,5
2022-09-01,South East,Southampton,239,77,162,Health Services,5
2022-09-01,South West,Bristol,686,286,400,Health Services,4
2022-09-01,South West,Plymouth,643,258,385,Health Services,7
2022-09-01,South West,Exeter,372,119,253,Social Services,4
2022-09-01,South West,Gloucester,731,275,456,Social Services,7
2022-09-01,Wales,Cardiff,882,332,550,School/College,4
2022-09-01,Wales,Swansea,1068,426,642,Social Services,3
2022-09-01,Wales,Newport,512,155,357,School/College,3
2022-09-01,Wales,Wrexham,1079,450,629,Jobcentre Plus,2
2022-09-01,Scotland,Glasgow,1016,405,611,School/College,2
2022-09-01,Scotland,Edinburgh,1045,385,660,Social Services,4
2022-09-01,Scotland,Aberdeen,309,96,213,School/College,3
2022-09-01,Scotland,Dundee,847,264,583,Jobcentre Plus,3
2022-10-01,North East,Newcastle,651,247,404,Jobcentre Plus,1
2022-10-01,North East,Sunderland,1249,542,707,Housing Services,3
2022-10-01,North East,Middlesbrough,1150,500,650,Social Services,1
2022-10-01,North East,Durham,595,233,362,Jobcentre Plus,2
2022-10-01,North West,Manchester,659,233,426,School/College,3
2022-10-01,North West,Liverpool,360,154,206,Housing Services,4
2022-10-01,North West,Preston,1276,401,875,Jobcentre Plus,2
2022-10-01,North West,Blackpool,873,354,519,Health Services,4
2022-10-01,Yorkshire,Leeds,434,158,276,Other Agency,4
2022-10-01,Yorkshire,Sheffield,327,104,223,School/College,2
2022-10-01,Yorkshire,Bradford,547,169,378,Jobcentre Plus,2
2022-10-01,Yorkshire,Hull,304,128,176,Health Services,4
2022-10-01,West Midlands,Birmingham,658,232,426,Jobcentre Plus,5
2022-10-01,West Midlands,Coventry,657,211,446,,3
2022-10-01,West Midlands,Wolverhampton,323,97,226,Jobcentre Plus,5
2022-10-01,West Midlands,Stoke,569,197,372,Health Services,5
2022-10-01,East Midlands,Nottingham,321,132,189,Jobcentre Plus,5
2022-10-01,East Midlands,Leicester,605,251,354,Jobcentre Plus,5
2022-10-01,East Midlands,Derby,728,233,495,Jobcentre Plus,4
2022-10-01,East Midlands,Lincoln,705,253,452,Health Services,6
2022-10-01,East,Norwich,630,204,426,Jobcentre Plus,6
2022-10-01,East,Peterborough,519,184,335,,6
2022-10-01,East,Ipswich,610,191,419,Jobcentre Plus,8
2022-10-01,East,Cambridge,468,154,314,School/College,5
2022-10-01,London,Tower Hamlets,493,166,327,Self Referral,6
2022-10-01,London,Newham,647,226,421,Housing Services,6
2022-10-01,London,Hackney,613,188,425,Jobcentre Plus,5
2022-10-01,London,Lambeth,623,219,404,Social Services,4
2022-10-01,South East,Brighton,617,258,359,Jobcentre Plus,7
2022-10-01,South East,Portsmouth,409,158,251,Jobcentre Plus,5
2022-10-01,South East,Reading,556,242,314,Social Services,7
2022-10-01,South East,Southampton,233,98,135,School/College,8
2022-10-01,South West,Bristol,440,188,252,Housing Services,4
2022-10-01,South West,Plymouth,357,108,249,Self Referral,7
2022-10-01,South West,Exeter,607,259,348,School/College,5
2022-10-01,South West,Gloucester,391,167,224,Jobcentre Plus,4
2022-10-01,Wales,Cardiff,788,252,536,Social Services,4
2022-10-01,Wales,Swansea,520,209,311,Social Services,5
2022-10-01,Wales,Newport,266,99,167,Citizens Advice,2
2022-10-01,Wales,Wrexham,792,300,492,Citizens Advice,5
2022-10-01,Scotland,Glasgow,1066,423,643,Housing Services,4
2022-10-01,Scotland,Edinburgh,1005,372,633,Jobcentre Plus,3
2022-10-01,Scotland,Aberdeen,701,265,436,Jobcentre Plus,2
2022-10-01,Scotland,Dundee,281,89,192,Jobcentre Plus,5
2022-11-01,North East,Newcastle,1053,334,719,Citizens Advice,3
2022-11-01,North East,Sunderland,460,195,265,Social Services,1
2022-11-01,North East,Middlesbrough,793,345,448,Jobcentre Plus,4
2022-11-01,North East,Durham,466,170,296,,2
2022-11-01,North West,Manchester,1005,382,623,Health Services,2
2022-11-01,North West,Liverpool,406,154,252,Citizens Advice,4
2022-11-01,North West,Preston,511,166,345,School/College,3
2022-11-01,North West,Blackpool,336,113,223,Citizens Advice,1
2022-11-01,Yorkshire,Leeds,487,218,269,Other Agency,4
2022-11-01,Yorkshire,Sheffield,426,178,248,Jobcentre Plus,2
2022-11-01,Yorkshire,Bradford,962,334,628,Other Agency,5
2022-11-01,Yorkshire,Hull,408,148,260,Health Services,5
2022-11-01,West Midlands,Birmingham,700,223,477,,3
2022-11-01,West Midlands,Coventry,510,161,349,Social Services,4
2022-11-01,West Midlands,Wolverhampton,491,185,306,Social Services,2
2022-11-01,West Midlands,Stoke,857,319,538,Jobcentre Plus,3
2022-11-01,East Midlands,Nottingham,345,144,201,,3
2022-11-01,East Midlands,Leicester,659,252,407,School/College,3
2022-11-01,East Midlands,Derby,740,327,413,Social Services,3
2022-11-01,East Midlands,Lincoln,703,302,401,Health Services,6
2022-11-01,East,Norwich,233,98,135,Jobcentre Plus,5
2022-11-01,East,Peterborough,405,145,260,Self Referral,5
2022-11-01,East,Ipswich,451,152,299,Jobcentre Plus,7
2022-11-01,East,Cambridge,592,248,344,Social Services,5
2022-11-01,London,Tower Hamlets,922,388,534,Health Services,6
2022-11-01,London,Newham,850,357,493,Citizens Advice,3
2022-11-01,London,Hackney,1024,321,703,Social Services,3
2022-11-01,London,Lambeth,800,242,558,Self Referral,4
2022-11-01,South East,Brighton,555,169,386,School/College,8
2022-11-01,South East,Portsmouth,753,237,516,Self Referral,8
2022-11-01,South East,Reading,541,181,360,Jobcentre Plus,8
2022-11-01,South East,Southampton,567,224,343,Self Referral,6
2022-11-01,South West,Bristol,305,91,214,School/College,7
2022-11-01,South West,Plymouth,846,372,474,Health Services,4
2022-11-01,South West,Exeter,709,293,416,,7
2022-11-01,South West,Gloucester,517,165,352,Jobcentre Plus,7
2022-11-01,Wales,Cardiff,519,156,363,Jobcentre Plus,5
2022-11-01,Wales,Swansea,461,171,290,School/College,4
2022-11-01,Wales,Newport,622,208,414,Self Referral,4
2022-11-01,Wales,Wrexham,543,211,332,Housing Services,3
2022-11-01,Scotland,Glasgow,397,173,224,Jobcentre Plus,4
2022-11-01,Scotland,Edinburgh,282,105,177,Jobcentre Plus,4
2022-11-01,Scotland,Aberdeen,253,107,146,Social Services,5
2022-11-01,Scotland,Dundee,751,260,491,Jobcentre Plus,3
2022-12-01,North East,Newcastle,874,392,482,Jobcentre Plus,1
2022-12-01,North East,Sunderland,919,294,625,Jobcentre Plus,1
2022-12-01,North East,Middlesbrough,667,272,395,Social Services,2
2022-12-01,North East,Durham,1588,532,1056,Self Referral,4
2022-12-01,North West,Manchester,941,409,532,Jobcentre Plus,3
2022-12-01,North West,Liverpool,1692,597,1095,,2
2022-12-01,North West,Preston,452,166,286,Jobcentre Plus,3
2022-12-01,North West,Blackpool,817,315,502,School/College,4
2022-12-01,Yorkshire,Leeds,978,430,548,Social Services,5
2022-12-01,Yorkshire,Sheffield,962,368,594,Other Agency,3
2022-12-01,Yorkshire,Bradford,1136,496,640,Housing Services,2
2022-12-01,Yorkshire,Hull,862,288,574,Jobcentre Plus,4
2022-12-01,West Midlands,Birmingham,653,214,439,Jobcentre Plus,4
2022-12-01,West Midlands,Coventry,940,356,584,Jobcentre Plus,5
2022-12-01,West Midlands,Wolverhampton,1315,472,843,Jobcentre Plus,3
2022-12-01,West Midlands,Stoke,1097,491,606,Social Services,5
2022-12-01,East Midlands,Nottingham,820,283,537,Health Services,4
2022-12-01,East Midlands,Leicester,788,348,440,Housing Services,3
2022-12-01,East Midlands,Derby,923,404,519,Social Services,6
2022-12-01,East Midlands,Lincoln,730,261,469,Jobcentre Plus,4
2022-12-01,East,Norwich,333,134,199,Self Referral,6
2022-12-01,East,Peterborough,950,394,556,Jobcentre Plus,8
2022-12-01,East,Ipswich,634,199,435,Social Services,7
2022-12-01,East,Cambridge,594,235,359,Social Services,8
2022-12-01,London,Tower Hamlets,891,303,588,Health Services,6
2022-12-01,London,Newham,780,255,525,Jobcentre Plus,6
2022-12-01,London,Hackney,544,228,316,Housing Services,3
2022-12-01,London,Lambeth,1331,474,857,Jobcentre Plus,4
2022-12-01,South East,Brighton,695,304,391,Jobcentre Plus,8
2022-12-01,South East,Portsmouth,554,174,380,Other Agency,6
2022-12-01,South East,Reading,467,159,308,Social Services,6
2022-12-01,South East,Southampton,939,293,646,Jobcentre Plus,6
2022-12-01,South West,Bristol,1075,451,624,Jobcentre Plus,6
2022-12-01,South West,Plymouth,676,213,463,Other Agency,7
2022-12-01,South West,Exeter,1060,476,584,Jobcentre Plus,6
2022-12-01,South West,Gloucester,906,379,527,Jobcentre Plus,5
2022-12-01,Wales,Cardiff,539,181,358,Self Referral,4
2022-12-01,Wales,Swansea,408,164,244,Other Agency,5
2022-12-01,Wales,Newport,1221,495,726,Social Services,2
2022-12-01,Wales,Wrexham,1724,526,1198,Jobcentre Plus,2
2022-12-01,Scotland,Glasgow,1083,418,665,Self Referral,5
2022-12-01,Scotland,Edinburgh,823,261,562,Social Services,3
2022-12-01,Scotland,Aberdeen,604,252,352,Housing Services,4
2022-12-01,Scotland,Dundee,839,289,550,School/College,2
2023-01-01,North East,Newcastle,575,246,329,Jobcentre Plus,2
2023-01-01,North East,Sunderland,1615,592,1023,School/College,2
2023-01-01,North East,Middlesbrough,1433,583,850,Jobcentre Plus,4
2023-01-01,North East,Durham,581,249,332,Social Services,2
2023-01-01,North West,Manchester,1136,452,684,Social Services,2
2023-01-01,North West,Liverpool,1987,868,1119,Jobcentre Plus,4
2023-01-01,North West,Preston,895,289,606,,2
2023-01-01,North West,Blackpool,606,267,339,Self Referral,4
2023-01-01,Yorkshire,Leeds,984,319,665,Jobcentre Plus,5
2023-01-01,Yorkshire,Sheffield,1211,503,708,Self Referral,5
2023-01-01,Yorkshire,Bradford,630,228,402,Jobcentre Plus,4
2023-01-01,Yorkshire,Hull,799,261,538,Jobcentre Plus,5
2023-01-01,West Midlands,Birmingham,840,306,534,Housing Services,5
2023-01-01,West Midlands,Coventry,1156,510,646,Jobcentre Plus,5
2023-01-01,West Midlands,Wolverhampton,649,263,386,Citizens Advice,3
2023-01-01,West Midlands,Stoke,511,171,340,School/College,3
2023-01-01,East Midlands,Nottingham,451,143,308,Jobcentre Plus,3
2023-01-01,East Midlands,Leicester,465,208,257,Social Services,5
2023-01-01,East Midlands,Derby,653,273,380,Jobcentre Plus,6
2023-01-01,East Midlands,Lincoln,710,266,444,Housing Services,3
2023-01-01,East,Norwich,732,260,472,Jobcentre Plus,7
2023-01-01,East,Peterborough,520,165,355,Self Referral,5
2023-01-01,East,Ipswich,491,212,279,School/College,8
2023-01-01,East,Cambridge,777,322,455,Housing Services,6
2023-01-01,London,Tower Hamlets,1546,688,858,Health Services,4
2023-01-01,London,Newham,1611,607,1004,Jobcentre Plus,4
2023-01-01,London,Hackney,1146,345,801,Jobcentre Plus,6
2023-01-01,London,Lambeth,999,309,690,Jobcentre Plus,6
2023-01-01,South East,Brighton,785,334,451,Health Services,8
2023-01-01,South East,Portsmouth,984,385,599,Social Services,5
2023-01-01,South East,Reading,904,406,498,Jobcentre Plus,6
2023-01-01,South East,Southampton,947,353,594,Health Services,8
2023-01-01,South West,Bristol,616,248,368,Jobcentre Plus,5
2023-01-01,South West,Plymouth,822,365,457,Social Services,6
2023-01-01,South West,Exeter,1120,491,629,Jobcentre Plus,7
2023-01-01,South West,Gloucester,735,297,438,Social Services,5
2023-01-01,Wales,Cardiff,913,307,606,Citizens Advice,2
2023-01-01,Wales,Swansea,991,382,609,Social Services,3
2023-01-01,Wales,Newport,489,203,286,,2
2023-01-01,Wales,Wrexham,1030,349,681,Jobcentre Plus,2
2023-01-01,Scotland,Glasgow,676,286,390,Social Services,4
2023-01-01,Scotland,Edinburgh,1041,446,595,,4
2023-01-01,Scotland,Aberdeen,1569,561,1008,Jobcentre Plus,2
2023-01-01,Scotland,Dundee,1484,637,847,Citizens Advice,4
2023-02-01,North East,Newcastle,1441,630,811,Self Referral,3
2023-02-01,North East,Sunderland,2114,835,1279,Jobcentre Plus,4
2023-02-01,North East,Middlesbrough,1016,377,639,Jobcentre Plus,4
2023-02-01,North East,Durham,1854,748,1106,Jobcentre Plus,2
2023-02-01,North West,Manchester,957,345,612,Social Services,1
2023-02-01,North West,Liverpool,1114,381,733,Social Services,3
2023-02-01,North West,Preston,1976,644,1332,Jobcentre Plus,4
2023-02-01,North West,Blackpool,793,260,533,Jobcentre Plus,1
2023-02-01,Yorkshire,Leeds,744,303,441,Self Referral,3
2023-02-01,Yorkshire,Sheffield,750,307,443,Housing Services,3
2023-02-01,Yorkshire,Bradford,741,295,446,Housing Services,4
2023-02-01,Yorkshire,Hull,459,186,273,School/College,2
2023-02-01,West Midlands,Birmingham,1601,657,944,Housing Services,3
2023-02-01,West Midlands,Coventry,974,322,652,School/College,3
2023-02-01,West Midlands,Wolverhampton,855,288,567,Jobcentre Plus,3
2023-02-01,West Midlands,Stoke,1043,324,719,Jobcentre Plus,3
2023-02-01,East Midlands,Nottingham,997,304,693,Health Services,3
2023-02-01,East Midlands,Leicester,1261,409,852,Jobcentre Plus,3
2023-02-01,East Midlands,Derby,1235,376,859,Jobcentre Plus,6
2023-02-01,East Midlands,Lincoln,1310,579,731,School/College,6
2023-02-01,East,Norwich,305,111,194,Jobcentre Plus,6
2023-02-01,East,Peterborough,390,162,228,Social Services,7
2023-02-01,East,Ipswich,545,192,353,Jobcentre Plus,7
2023-02-01,East,Cambridge,974,344,630,Social Services,8
2023-02-01,London,Tower Hamlets,982,382,600,School/College,5
2023-02-01,London,Newham,1021,414,607,School/College,5
2023-02-01,London,Hackney,584,238,346,Health Services,5
2023-02-01,London,Lambeth,1047,441,606,Citizens Advice,3
2023-02-01,South East,Brighton,857,266,591,Jobcentre Plus,5
2023-02-01,South East,Portsmouth,349,126,223,Jobcentre Plus,8
2023-02-01,South East,Reading,712,317,395,Housing Services,5
2023-02-01,South East,Southampton,911,302,609,School/College,8
2023-02-01,South West,Bristol,594,265,329,School/College,4
2023-02-01,South West,Plymouth,518,155,363,Housing Services,6
2023-02-01,South West,Exeter,1064,399,665,Social Services,7
2023-02-01,South West,Gloucester,968,357,611,Citizens Advice,5
2023-02-01,Wales,Cardiff,1529,536,993,School/College,5
2023-02-01,Wales,Swansea,1142,402,740,Jobcentre Plus,2
2023-02-01,Wales,Newport,871,345,526,Health Services,5
2023-02-01,Wales,Wrexham,869,382,487,Self Referral,3
2023-02-01,Scotland,Glasgow,1224,532,692,School/College,5
2023-02-01,Scotland,Edinburgh,1239,542,697,Social Services,3
2023-02-01,Scotland,Aberdeen,460,159,301,Jobcentre Plus,3
2023-02-01,Scotland,Dundee,1357,554,803,Citizens Advice,2
2023-03-01,North East,Newcastle,644,239,405,Jobcentre Plus,1
2023-03-01,North East,Sunderland,1053,432,621,School/College,2
2023-03-01,North East,Middlesbrough,1447,459,988,Jobcentre Plus,4
2023-03-01,North East,Durham,1449,501,948,Health Services,4
2023-03-01,North West,Manchester,1239,404,835,Social Services,2
2023-03-01,North West,Liverpool,372,149,223,Self Referral,1
2023-03-01,North West,Preston,395,125,270,Jobcentre Plus,1
2023-03-01,North West,Blackpool,673,252,421,School/College,3
2023-03-01,Yorkshire,Leeds,878,310,568,School/College,5
2023-03-01,Yorkshire,Sheffield,333,102,231,Jobcentre Plus,2
2023-03-01,Yorkshire,Bradford,935,370,565,School/College,4
2023-03-01,Yorkshire,Hull,619,210,409,,3
2023-03-01,West Midlands,Birmingham,635,259,376,Jobcentre Plus,2
2023-03-01,West Midlands,Coventry,819,346,473,Self Referral,5
2023-03-01,West Midlands,Wolverhampton,544,241,303,Health Services,3
2023-03-01,West Midlands,Stoke,734,238,496,Social Services,4
2023-03-01,East Midlands,Nottingham,559,169,390,Health Services,6
2023-03-01,East Midlands,Leicester,668,211,457,School/College,3
2023-03-01,East Midlands,Derby,912,292,620,Jobcentre Plus,5
2023-03-01,East Midlands,Lincoln,500,200,300,Social Services,3
2023-03-01,East,Norwich,264,100,164,Citizens Advice,6
2023-03-01,East,Peterborough,630,278,352,Health Services,5
2023-03-01,East,Ipswich,361,109,252,Health Services,8
2023-03-01,East,Cambridge,732,267,465,Social Services,8
2023-03-01,London,Tower Hamlets,709,215,494,Jobcentre Plus,6
2023-03-01,London,Newham,403,133,270,Jobcentre Plus,3
2023-03-01,London,Hackney,655,278,377,Social Services,3
2023-03-01,London,Lambeth,625,280,345,Jobcentre Plus,6
2023-03-01,South East,Brighton,701,272,429,Jobcentre Plus,6
2023-03-01,South East,Portsmouth,435,151,284,,5
2023-03-01,South East,Reading,420,155,265,Housing Services,5
2023-03-01,South East,Southampton,575,229,346,Self Referral,8
2023-03-01,South West,Bristol,484,191,293,Other Agency,5
2023-03-01,South West,Plymouth,595,195,400,Jobcentre Plus,7
2023-03-01,South West,Exeter,254,83,171,Social Services,6
2023-03-01,South West,Gloucester,489,166,323,Social Services,4
2023-03-01,Wales,Cardiff,1187,465,722,Jobcentre Plus,3
2023-03-01,Wales,Swansea,1026,389,637,Social Services,3
2023-03-01,Wales,Newport,706,223,483,Jobcentre Plus,2
2023-03-01,Wales,Wrexham,814,311,503,Social Services,2
2023-03-01,Scotland,Glasgow,1009,324,685,Jobcentre Plus,5
2023-03-01,Scotland,Edinburgh,537,176,361,Jobcentre Plus,4
2023-03-01,Scotland,Aberdeen,976,360,616,Health Services,2
2023-03-01,Scotland,Dundee,1148,409,739,Jobcentre Plus,5
2023-04-01,North East,Newcastle,1374,471,903,Self Referral,1
2023-04-01,North East,Sunderland,657,201,456,Health Services,2
2023-04-01,North East,Middlesbrough,1409,488,921,Jobcentre Plus,3
2023-04-01,North East,Durham,672,285,387,Jobcentre Plus,1
2023-04-01,North West,Manchester,517,176,341,Social Services,4
2023-04-01,North West,Liverpool,940,376,564,Jobcentre Plus,4
2023-04-01,North West,Preston,866,366,500,Jobcentre Plus,4
2023-04-01,North West,Blackpool,625,264,361,Social Services,3
2023-04-01,Yorkshire,Leeds,512,164,348,Self Referral,3
2023-04-01,Yorkshire,Sheffield,982,315,667,Jobcentre Plus,2
2023-04-01,Yorkshire,Bradford,884,328,556,Social Services,3
2023-04-01,Yorkshire,Hull,927,334,593,Jobcentre Plus,5
2023-04-01,West Midlands,Birmingham,901,383,518,Social Services,2
2023-04-01,West Midlands,Coventry,347,138,209,Other Agency,5
2023-04-01,West Midlands,Wolverhampton,533,195,338,Jobcentre Plus,4
2023-04-01,West Midlands,Stoke,905,397,508,Jobcentre Plus,4
2023-04-01,East Midlands,Nottingham,693,305,388,Housing Services,4
2023-04-01,East Midlands,Leicester,720,305,415,Social Services,6
2023-04-01,East Midlands,Derby,628,238,390,Social Services,6
2023-04-01,East Midlands,Lincoln,562,171,391,Housing Services,4
2023-04-01,East,Norwich,410,136,274,Jobcentre Plus,7
2023-04-01,East,Peterborough,264,118,146,Citizens Advice,5
2023-04-01,East,Ipswich,298,110,188,School/College,8
2023-04-01,East,Cambridge,430,190,240,Social Services,8
2023-04-01,London,Tower Hamlets,367,164,203,Jobcentre Plus,3
2023-04-01,London,Newham,832,276,556,Social Services,3
2023-04-01,London,Hackney,902,353,549,Health Services,4
2023-04-01,London,Lambeth,279,111,168,Health Services,3
2023-04-01,South East,Brighton,336,134,202,Jobcentre Plus,6
2023-04-01,South East,Portsmouth,441,153,288,Health Services,7
2023-04-01,South East,Reading,642,220,422,School/College,7
2023-04-01,South East,Southampton,540,228,312,Jobcentre Plus,6
2023-04-01,South West,Bristol,520,205,315,Jobcentre Plus,4
2023-04-01,South West,Plymouth,284,111,173,Jobcentre Plus,5
2023-04-01,South West,Exeter,673,207,466,Jobcentre Plus,5
2023-04-01,South West,Gloucester,655,277,378,Housing Services,7
2023-04-01,Wales,Cardiff,740,296,444,Health Services,4
2023-04-01,Wales,Swansea,729,280,449,School/College,3
2023-04-01,Wales,Newport,997,441,556,Health Services,2
2023-04-01,Wales,Wrexham,1193,464,729,School/College,5
2023-04-01,Scotland,Glasgow,828,329,499,Jobcentre Plus,4
2023-04-01,Scotland,Edinburgh,877,345,532,Social Services,2
2023-04-01,Scotland,Aberdeen,911,386,525,Housing Services,2
2023-04-01,Scotland,Dundee,1041,356,685,Housing Services,5
2023-05-01,North East,Newcastle,1382,422,960,,2
2023-05-01,North East,Sunderland,986,357,629,Self Referral,1
2023-05-01,North East,Middlesbrough,1054,423,631,Social Services,2
2023-05-01,North East,Durham,399,130,269,School/College,3
2023-05-01,North West,Manchester,364,136,228,School/College,2
2023-05-01,North West,Liverpool,804,314,490,Social Services,3
2023-05-01,North West,Preston,896,377,519,Other Agency,3
2023-05-01,North West,Blackpool,1045,444,601,,2
2023-05-01,Yorkshire,Leeds,698,271,427,Jobcentre Plus,4
2023-05-01,Yorkshire,Sheffield,1124,493,631,Social Services,5
2023-05-01,Yorkshire,Bradford,1080,480,600,Social Services,3
2023-05-01,Yorkshire,Hull,845,346,499,Health Services,4
2023-05-01,West Midlands,Birmingham,371,124,247,School/College,4
2023-05-01,West Midlands,Coventry,562,229,333,Social Services,5
2023-05-01,West Midlands,Wolverhampton,645,242,403,,2
2023-05-01,West Midlands,Stoke,353,141,212,Social Services,5
2023-05-01,East Midlands,Nottingham,407,147,260,Self Referral,3
2023-05-01,East Midlands,Leicester,1018,414,604,Jobcentre Plus,6
2023-05-01,East Midlands,Derby,706,228,478,Housing Services,6
2023-05-01,East Midlands,Lincoln,646,205,441,Jobcentre Plus,6
2023-05-01,East,Norwich,388,134,254,Health Services,7
2023-05-01,East,Peterborough,430,167,263,Citizens Advice,6
2023-05-01,East,Ipswich,211,84,127,Jobcentre Plus,8
2023-05-01,East,Cambridge,716,267,449,Self Referral,6
2023-05-01,London,Tower Hamlets,706,261,445,Social Services,6
2023-05-01,London,Newham,430,187,243,Jobcentre Plus,4
2023-05-01,London,Hackney,571,223,348,Jobcentre Plus,3
2023-05-01,London,Lambeth,498,222,276,Jobcentre Plus,4
2023-05-01,South East,Brighton,293,109,184,Jobcentre Plus,5
2023-05-01,South East,Portsmouth,716,257,459,Jobcentre Plus,6
2023-05-01,South East,Reading,775,318,457,Jobcentre Plus,7
2023-05-01,South East,Southampton,648,219,429,Jobcentre Plus,5
2023-05-01,South West,Bristol,572,179,393,Housing Services,4
2023-05-01,South West,Plymouth,280,107,173,Jobcentre Plus,7
2023-05-01,South West,Exeter,475,200,275,Self Referral,7
2023-05-01,South West,Gloucester,871,388,483,School/College,7
2023-05-01,Wales,Cardiff,1209,520,689,Health Services,5
2023-05-01,Wales,Swansea,1199,420,779,School/College,5
2023-05-01,Wales,Newport,645,268,377,Jobcentre Plus,4
2023-05-01,Wales,Wrexham,767,272,495,Jobcentre Plus,2
2023-05-01,Scotland,Glasgow,778,331,447,Citizens Advice,5
2023-05-01,Scotland,Edinburgh,711,244,467,Jobcentre Plus,2
2023-05-01,Scotland,Aberdeen,362,141,221,Jobcentre Plus,4
2023-05-01,Scotland,Dundee,634,206,428,Self Referral,4
2023-06-01,North East,Newcastle,962,385,577,Other Agency,2
2023-06-01,North East,Sunderland,1504,454,1050,Jobcentre Plus,2
2023-06-01,North East,Middlesbrough,1290,492,798,Jobcentre Plus,4
2023-06-01,North East,Durham,1416,455,961,Social Services,1
2023-06-01,North West,Manchester,1166,420,746,School/College,4
2023-06-01,North West,Liverpool,1109,410,699,Health Services,3
2023-06-01,North West,Preston,431,189,242,Jobcentre Plus,1
2023-06-01,North West,Blackpool,1168,426,742,Housing Services,1
2023-06-01,Yorkshire,Leeds,951,307,644,Social Services,5
2023-06-01,Yorkshire,Sheffield,984,347,637,Housing Services,5
2023-06-01,Yorkshire,Bradford,822,361,461,Self Referral,4
2023-06-01,Yorkshire,Hull,776,306,470,Jobcentre Plus,4
2023-06-01,West Midlands,Birmingham,390,133,257,Social Services,4
2023-06-01,West Midlands,Coventry,790,259,531,Jobcentre Plus,5
2023-06-01,West Midlands,Wolverhampton,800,344,456,School/College,2
2023-06-01,West Midlands,Stoke,1058,318,740,Other Agency,2
2023-06-01,East Midlands,Nottingham,762,330,432,Health Services,4
2023-06-01,East Midlands,Leicester,669,271,398,Self Referral,5
2023-06-01,East Midlands,Derby,674,296,378,Self Referral,3
2023-06-01,East Midlands,Lincoln,367,128,239,Other Agency,6
2023-06-01,East,Norwich,368,114,254,Jobcentre Plus,8
2023-06-01,East,Peterborough,675,242,433,Jobcentre Plus,7
2023-06-01,East,Ipswich,597,218,379,Social Services,5
2023-06-01,East,Cambridge,364,131,233,Jobcentre Plus,6
2023-06-01,London,Tower Hamlets,930,346,584,,3
2023-06-01,London,Newham,935,354,581,Housing Services,3
2023-06-01,London,Hackney,392,141,251,Jobcentre Plus,6
2023-06-01,London,Lambeth,1043,399,644,School/College,4
2023-06-01,South East,Brighton,756,266,490,Social Services,7
2023-06-01,South East,Portsmouth,358,145,213,Social Services,8
2023-06-01,South East,Reading,663,218,445,Health Services,7
2023-06-01,South East,Southampton,700,269,431,Jobcentre Plus,7
2023-06-01,South West,Bristol,437,185,252,School/College,6
2023-06-01,South West,Plymouth,389,123,266,Jobcentre Plus,6
2023-06-01,South West,Exeter,849,286,563,Jobcentre Plus,5
2023-06-01,South West,Gloucester,506,162,344,School/College,7
2023-06-01,Wales,Cardiff,327,99,228,Social Services,3
2023-06-01,Wales,Swansea,1144,397,747,School/College,5
2023-06-01,Wales,Newport,825,292,533,Jobcentre Plus,3
2023-06-01,Wales,Wrexham,850,347,503,Self Referral,3
2023-06-01,Scotland,Glasgow,363,117,246,Jobcentre Plus,4
2023-06-01,Scotland,Edinburgh,736,221,515,Health Services,5
2023-06-01,Scotland,Aberdeen,1034,446,588,,3
2023-06-01,Scotland,Dundee,999,356,643,Jobcentre Plus,5
2023-07-01,North East,Newcastle,729,254,475,Social Services,3
2023-07-01,North East,Sunderland,847,257,590,Health Services,2
2023-07-01,North East,Middlesbrough,927,333,594,School/College,3
2023-07-01,North East,Durham,673,251,422,Self Referral,3
2023-07-01,North West,Manchester,637,266,371,Citizens Advice,2
